"","Activity","Subject","tBodyAcc-AVG-X","tBodyAcc-AVG-Y","tBodyAcc-AVG-Z","tBodyAcc-StdDev-X","tBodyAcc-StdDev-Y","tBodyAcc-StdDev-Z","tGravityAcc-AVG-X","tGravityAcc-AVG-Y","tGravityAcc-AVG-Z","tGravityAcc-StdDev-X","tGravityAcc-StdDev-Y","tGravityAcc-StdDev-Z","tBodyAccJerk-AVG-X","tBodyAccJerk-AVG-Y","tBodyAccJerk-AVG-Z","tBodyAccJerk-StdDev-X","tBodyAccJerk-StdDev-Y","tBodyAccJerk-StdDev-Z","tBodyGyro-AVG-X","tBodyGyro-AVG-Y","tBodyGyro-AVG-Z","tBodyGyro-StdDev-X","tBodyGyro-StdDev-Y","tBodyGyro-StdDev-Z","tBodyGyroJerk-AVG-X","tBodyGyroJerk-AVG-Y","tBodyGyroJerk-AVG-Z","tBodyGyroJerk-StdDev-X","tBodyGyroJerk-StdDev-Y","tBodyGyroJerk-StdDev-Z","tBodyAccMag-AVG","tBodyAccMag-StdDev","tGravityAccMag-AVG","tGravityAccMag-StdDev","tBodyAccJerkMag-AVG","tBodyAccJerkMag-StdDev","tBodyGyroMag-AVG","tBodyGyroMag-StdDev","tBodyGyroJerkMag-AVG","tBodyGyroJerkMag-StdDev","fBodyAcc-AVG-X","fBodyAcc-AVG-Y","fBodyAcc-AVG-Z","fBodyAcc-StdDev-X","fBodyAcc-StdDev-Y","fBodyAcc-StdDev-Z","fBodyAccJerk-AVG-X","fBodyAccJerk-AVG-Y","fBodyAccJerk-AVG-Z","fBodyAccJerk-StdDev-X","fBodyAccJerk-StdDev-Y","fBodyAccJerk-StdDev-Z","fBodyGyro-AVG-X","fBodyGyro-AVG-Y","fBodyGyro-AVG-Z","fBodyGyro-StdDev-X","fBodyGyro-StdDev-Y","fBodyGyro-StdDev-Z","fBodyAccMag-AVG","fBodyAccMag-StdDev","fBodyBodyAccJerkMag-AVG","fBodyBodyAccJerkMag-StdDev","fBodyBodyGyroMag-AVG","fBodyBodyGyroMag-StdDev","fBodyBodyGyroJerkMag-AVG","fBodyBodyGyroJerkMag-StdDev"
"11",,5,0.27784043030303,-0.00979577249090909,-0.114000904469697,-0.964231831666667,-0.8849294075,-0.913525330757576,0.530545693030303,0.314050597957576,0.185588907227273,-0.956970863030303,-0.936331203954545,-0.948842850151515,0.0795811721666667,-0.00455323396060606,0.00168645070787879,-0.970825729242424,-0.939397053333333,-0.970682468636364,-0.0295593217404545,-0.0769685521060606,0.114512943787879,-0.935677901818182,-0.948452631363636,-0.918788557727273,-0.0966950209242424,-0.042321644119697,-0.0584713562727273,-0.955630643484848,-0.970956796818182,-0.960125197878788,-0.924956345757576,-0.89926813530303,-0.924956345757576,-0.89926813530303,-0.963420320151515,-0.95549253469697,-0.912746539848485,-0.89349215530303,-0.968386274393939,-0.962155350606061,-0.963079000909091,-0.903707467424242,-0.938171524848485,-0.964940861060606,-0.883524387021212,-0.908327553636364,-0.970981377121212,-0.940895236060606,-0.966580219393939,-0.973360204848485,-0.941990350606061,-0.973419367727273,-0.934275871060606,-0.952569075909091,-0.922200579242424,-0.937743471060606,-0.946869070606061,-0.925597602575758,-0.915204611060606,-0.906790487727273,-0.953912853181818,-0.956692663030303,-0.924870982878788,-0.894151453030303,-0.964979379545455,-0.961106502727273
"12",,6,0.275339813909091,-0.015361481130303,-0.11323917519697,-0.979199642575758,-0.930078195,-0.939855104242424,0.746492192121212,0.0795296743863636,0.169727056333333,-0.976489715151515,-0.969350096969697,-0.95717275969697,0.0740537071666667,0.00590055690818182,0.00260936378787879,-0.975389171212121,-0.946835406969697,-0.972312843181818,-0.0289842875590909,-0.0825515482443939,0.0919548522878788,-0.960812757878788,-0.952816064393939,-0.940470584393939,-0.0993216796212121,-0.0361935436309091,-0.0531208303181818,-0.960133044090909,-0.968913206363636,-0.955181147121212,-0.951083806060606,-0.940618747424242,-0.951083806060606,-0.940618747424242,-0.968344463181818,-0.960656073181818,-0.941037255454545,-0.929564270606061,-0.968713984545455,-0.961172032121212,-0.976476964090909,-0.933303977727273,-0.951438800909091,-0.980579242424242,-0.932352118939394,-0.93782800469697,-0.976041056060606,-0.948653438030303,-0.968683415454546,-0.976909207878788,-0.948553783181818,-0.974606096363636,-0.949098995454545,-0.952523746060606,-0.933951666060606,-0.964664255909091,-0.953474478030303,-0.948470346969697,-0.946566911969697,-0.94599784,-0.959839923636364,-0.960817851515152,-0.939098116212121,-0.935454984393939,-0.962678793333333,-0.961897951969697
"13",,7,0.271627116818182,-0.0152494092454545,-0.109302642363636,-0.967105720757576,-0.927515556212121,-0.905668140136364,0.662759185606061,0.0065235393,0.153006919162121,-0.953512742424242,-0.960669021666667,-0.91778943030303,0.0802137498787879,0.0117408679219697,-0.00492666215833333,-0.980997471818182,-0.974845822121212,-0.970581393181818,-0.030333684330303,-0.0854863861515151,0.0760605186969697,-0.954914705454545,-0.952338346969697,-0.959577117272727,-0.0979365857575758,-0.0388178514590909,-0.0484209298681818,-0.975160626363636,-0.978522687878788,-0.985932362272727,-0.934391402272727,-0.911554521409091,-0.934391402272727,-0.911554521409091,-0.976760403333333,-0.971249413939394,-0.929113702272727,-0.925887005909091,-0.981775382121212,-0.975724886060606,-0.968290901212121,-0.947104789393939,-0.932431644393939,-0.966912661666667,-0.922658236212121,-0.899652794242424,-0.980966260606061,-0.974623290454545,-0.967122646969697,-0.982819602424242,-0.977042942424242,-0.972614113787879,-0.95225829969697,-0.959677793636364,-0.964383504242424,-0.956400847121212,-0.948954138939394,-0.961983296666667,-0.929654328378788,-0.915993875242424,-0.971128423030303,-0.970532046212121,-0.946965723181818,-0.926307507121212,-0.977348001363636,-0.975361333484848
"14",,8,0.278564006742424,-0.0123316494227273,-0.111728246318182,-0.986893610454545,-0.949978907621212,-0.969758608484849,0.447404495151515,0.388835613818182,0.263261375666667,-0.977333040151515,-0.961345713984848,-0.96764473530303,0.0750188428030303,0.00682586825560606,-0.00186091628363636,-0.991529295909091,-0.983543288333333,-0.989517862878788,-0.028081562369697,-0.0762576752272727,0.088399765030303,-0.984908642575758,-0.980898019545455,-0.966783045,-0.0998145090606061,-0.0412465773181818,-0.0547593344242424,-0.992798390606061,-0.992373276666667,-0.991113589242424,-0.970944860757576,-0.960739532560606,-0.970944860757576,-0.960739532560606,-0.990241031666667,-0.988131676060606,-0.951403083484848,-0.96427503969697,-0.993952093333333,-0.991573896060606,-0.988153143787879,-0.961829523636364,-0.978081667121212,-0.986481931363636,-0.947306481363636,-0.967186329090909,-0.991154077424242,-0.983018366212121,-0.987635327424242,-0.992823061666667,-0.985505309545455,-0.990011027121212,-0.982952706060606,-0.983685810909091,-0.969622125454545,-0.985565467878788,-0.979467097272727,-0.96888155469697,-0.97093196,-0.961333317424242,-0.988051996666667,-0.987211857878788,-0.974541517575758,-0.964028665909091,-0.992044599393939,-0.991235595454545
"15",,9,0.262563143939394,-0.0196305001757576,-0.107288915227273,-0.963421724545454,-0.939033035606061,-0.938125910909091,0.428131329848485,0.0622553613939394,0.384309392230303,-0.949920676363636,-0.974515473636364,-0.954642961060606,0.0863104790909091,0.0109677983181818,-0.00977977303242424,-0.974050157878788,-0.971553303030303,-0.97065644530303,-0.0263862111934848,-0.1054190985,0.100780256174848,-0.950649792424242,-0.943697658636364,-0.961361223636364,-0.0988971299545455,-0.0364032309606061,-0.0563306749393939,-0.964373244090909,-0.97578575,-0.981908878939394,-0.945919500454545,-0.932332100575758,-0.945919500454545,-0.932332100575758,-0.972292094090909,-0.969859719393939,-0.924266218484848,-0.92135048030303,-0.975649637424242,-0.971630205151515,-0.963859106515151,-0.948390811666667,-0.949965882272727,-0.963478126818182,-0.937581773939394,-0.936127805757576,-0.97382983969697,-0.971436591060606,-0.967675046060606,-0.976759554090909,-0.973843411060606,-0.972252466818182,-0.945993487121212,-0.953062470909091,-0.963629117575758,-0.952763222727273,-0.939237639090909,-0.964199127727273,-0.940746312575758,-0.937726978783333,-0.968585579848485,-0.970718062878788,-0.939641561818182,-0.923591102727273,-0.972363452121212,-0.972480585909091
"16",,10,0.275881078939394,-0.0199239194,-0.116418827939394,-0.972795797878788,-0.923738097242424,-0.961126620454545,0.436928855,0.317882847121212,0.0570371058939394,-0.961078808939394,-0.946842776818182,-0.959297961984849,0.0808978943681818,0.00882910385848485,0.00897428906969697,-0.980161476818182,-0.96767187,-0.980186913787879,-0.034021611830303,-0.0578739974869697,0.103148536787879,-0.962236599393939,-0.974870833939394,-0.959608670909091,-0.0936082032424242,-0.0416433706515152,-0.0564271666181818,-0.971906702272727,-0.984256504090909,-0.983643367121212,-0.953135386515152,-0.929909226818182,-0.953135386515152,-0.929909226818182,-0.979071846060606,-0.970316291515152,-0.940521842121212,-0.938806686060606,-0.982539466515152,-0.976311631818182,-0.972292448333333,-0.94052952530303,-0.967249180151515,-0.973591958484848,-0.921017079939394,-0.960313417924242,-0.980211050757576,-0.968362015606061,-0.976791240151515,-0.982019781969697,-0.969379720151515,-0.982277449393939,-0.95684341,-0.975354084545455,-0.958958335757576,-0.964171160606061,-0.974802051060606,-0.963499083939394,-0.944239493181818,-0.934265008484849,-0.970597191666667,-0.969113498939394,-0.952583090606061,-0.940582983636364,-0.977309608939394,-0.976557281818182
"17",,11,0.279022721363636,-0.0167635989469697,-0.111750363363636,-0.990785628484849,-0.955035155757576,-0.979249154242424,0.572471255,0.329863962469697,0.212622632727273,-0.985525057424242,-0.966953806363636,-0.980133896515151,0.0762128570909091,0.00975503036863636,0.0056239032680303,-0.992527261969697,-0.984265213181818,-0.990339897272727,-0.0311290526345455,-0.0636492144863636,0.104719524363636,-0.985019850909091,-0.989477524090909,-0.963849888181818,-0.0991358102121212,-0.0410061574863636,-0.0589862401909091,-0.99252723469697,-0.995762857424242,-0.992108760151515,-0.977461868939394,-0.966787780606061,-0.977461868939394,-0.966787780606061,-0.990829346060606,-0.989967387121212,-0.955332663484848,-0.963679613939394,-0.995571200151515,-0.993905277575758,-0.990949303636364,-0.965108519090909,-0.983075988787879,-0.990772176515151,-0.952756300454546,-0.978178483181818,-0.992379847424242,-0.984305608030303,-0.988422101212121,-0.993410639545454,-0.985432117424242,-0.990905137424242,-0.983416569393939,-0.990605124090909,-0.968095426515152,-0.985628486060606,-0.988858377575758,-0.965869407878788,-0.974597895757576,-0.967521402272727,-0.989905625909091,-0.988826498636364,-0.975702766515152,-0.962678051666667,-0.994508459090909,-0.993324263181818
"18",,12,0.261008482727273,-0.0155997337416667,-0.104380042075758,-0.972242256060606,-0.938143818787879,-0.937929391666667,0.678567026393939,0.0883057611560606,0.203720911909091,-0.958814124848485,-0.968855719242424,-0.947714046969697,0.0836957600151515,0.00508587260318182,-0.00578771519181818,-0.978109008484848,-0.968379593939394,-0.973978744848485,-0.0311199520015152,-0.0902178742727273,0.107426704257576,-0.954075881212121,-0.958267817121212,-0.957836161969697,-0.0962601083636364,-0.0402745903030303,-0.0557477750833333,-0.97209786530303,-0.975058996212121,-0.980661437121212,-0.949324245151515,-0.938365931666667,-0.949324245151515,-0.938365931666667,-0.975138003030303,-0.971173826515151,-0.926711476060606,-0.92935293030303,-0.978010126363636,-0.972896358030303,-0.971318212727273,-0.948005710151515,-0.950592532424242,-0.972866733787879,-0.936704106666667,-0.935553268636364,-0.978052638181818,-0.968478853484849,-0.970328475757576,-0.980221862121212,-0.970628473333333,-0.97628237969697,-0.952145075606061,-0.960677086212121,-0.960017443787879,-0.955751393939394,-0.957526085,-0.961220893636364,-0.947821441272727,-0.942400661515152,-0.970193434545455,-0.971371989090909,-0.948852764242424,-0.930410055606061,-0.973574954545455,-0.973677640757576
"19",,13,0.274504463939394,-0.0170315403,-0.0993025481833333,-0.979244948636364,-0.943616887575758,-0.933678738030303,0.660158756424242,0.0326366084848485,0.182479471212121,-0.968477700757576,-0.959005030909091,-0.931449637121212,0.0791079032060606,0.00755128396565152,-0.0232706961889545,-0.987095120757576,-0.983480675757576,-0.984871605151515,-0.0192561376272727,-0.108299496818182,0.113723542833333,-0.973177222878788,-0.967570984393939,-0.970189699393939,-0.0976063006363636,-0.0400247193424242,-0.0596109986318182,-0.984566371212121,-0.980862003333333,-0.990574853484849,-0.955862837424242,-0.939079458939394,-0.955862837424242,-0.939079458939394,-0.986939874090909,-0.983491643939394,-0.943295212424242,-0.949043037272727,-0.985946548484849,-0.979927157272727,-0.980633485454545,-0.959954617727273,-0.952878127454545,-0.978870169848485,-0.939390891560606,-0.928547413333333,-0.987507794090909,-0.983211306969697,-0.982376991818182,-0.987880525151515,-0.985082056060606,-0.985988784545455,-0.971253684545455,-0.970497391212121,-0.971637179545455,-0.974098436212121,-0.96637684469697,-0.972428905606061,-0.952131757772727,-0.941396981060606,-0.983604727424242,-0.982353956515152,-0.961309662272727,-0.950483494393939,-0.981211943939394,-0.979397245151515
"20",,14,0.271552514090909,-0.0143137498545455,-0.106163383205152,-0.977634753939394,-0.947753068181818,-0.949542672424242,0.727470353742424,-0.0100624213984848,0.0188883616515152,-0.967978346363636,-0.967120531818182,-0.958580518181818,0.0795746162121212,0.0046043723989697,-0.00397927301122727,-0.986271509848485,-0.979359890606061,-0.981663179848485,-0.0268718398090909,-0.0820434599515152,0.0995178716969697,-0.976738635606061,-0.964626959545455,-0.968084024848485,-0.0985180085757576,-0.0424711438333333,-0.0546564131604545,-0.983709250909091,-0.984768008333333,-0.98755306530303,-0.959012112878788,-0.948828311818182,-0.959012112878788,-0.948828311818182,-0.983619291060606,-0.98231026969697,-0.95075207030303,-0.952050354242424,-0.98713476,-0.983379343030303,-0.979491892878788,-0.958515239545455,-0.962794167727273,-0.977096758333333,-0.945222861363636,-0.945932147121212,-0.986334210454546,-0.979527723181818,-0.978288132121212,-0.987513218333333,-0.980776338181818,-0.983776917878788,-0.973140180909091,-0.969548852727273,-0.970112158939394,-0.978008187575758,-0.962222533939394,-0.970311487424242,-0.960403482878788,-0.950417288939394,-0.981723229848485,-0.982019358030303,-0.963423628939394,-0.953061774848485,-0.984330726515152,-0.983114642424242
"21",,15,0.279758624969697,-0.0117754042954545,-0.111195228015152,-0.982858758333333,-0.924586142575758,-0.940664362878788,0.665556777424242,0.201744724181818,0.179121700863636,-0.976442030454545,-0.951055884848485,-0.94816295969697,0.0788776684090909,-0.00252820498186364,-0.0140323335802121,-0.987039251363636,-0.973929814848485,-0.98674409530303,-0.0275030984931818,-0.0831907762727273,0.106132732075758,-0.973579596212121,-0.975414382575758,-0.962162283636364,-0.0994881633333333,-0.0408354260606061,-0.0576396666318182,-0.983151972878788,-0.989823653181818,-0.986783965151515,-0.953519080909091,-0.936290121666667,-0.953519080909091,-0.936290121666667,-0.984548491212121,-0.982816286818182,-0.95102795530303,-0.951257802575758,-0.989420557878788,-0.985957043636364,-0.983469668181818,-0.938484909787879,-0.959970838787879,-0.982740632575758,-0.922394293030303,-0.935142473787879,-0.987068944090909,-0.973873426212121,-0.984639857727273,-0.988191317727273,-0.975954160606061,-0.987435990757576,-0.971662418787879,-0.979606318939394,-0.965345452424242,-0.974436106363636,-0.973384766515151,-0.964571816818182,-0.950438889818182,-0.938708549848485,-0.982702837121212,-0.981872559393939,-0.96698259,-0.950265594393939,-0.986935521969697,-0.985435330454545
"22",,16,0.288281095909091,-0.00818347126212121,-0.0879488835757576,-0.98278625,-0.943064943030303,-0.928701357727273,0.925409057424242,-0.114543493575758,-0.141972273406061,-0.970580783333333,-0.959929869090909,-0.931384269878788,0.0704483742878788,0.00486646248818182,-0.0128220749992424,-0.991710954090909,-0.983186181363636,-0.984170036060606,-0.0372730377651515,-0.0720482179848485,0.0824171649242424,-0.981751282121212,-0.962089689545455,-0.960368832424242,-0.097854043969697,-0.0448031878636364,-0.0569823006333333,-0.989745842727273,-0.991139375151515,-0.989674121969697,-0.953643348333333,-0.927980189393939,-0.953643348333333,-0.927980189393939,-0.988445404090909,-0.984319677424242,-0.953927736969697,-0.942782378787879,-0.992693466363636,-0.989234628484848,-0.984867689393939,-0.958015680757576,-0.953781054848485,-0.982217426515152,-0.939695851363636,-0.922328146818182,-0.991786342121212,-0.983220729090909,-0.982113431969697,-0.992367789848485,-0.98439960030303,-0.984754915454545,-0.980379819242424,-0.968828656969697,-0.961492050909091,-0.982398871969697,-0.958883281515152,-0.963774885,-0.95157402969697,-0.929097623454545,-0.984904247727273,-0.982545563787879,-0.957427625606061,-0.943633046212121,-0.990249857424242,-0.988534228939394
"23",,17,0.276597681515152,-0.0145886014684848,-0.111603107212121,-0.993442545757576,-0.968673700757576,-0.9792624,0.910138005454545,-0.115145476530303,-0.263314165151515,-0.988276286666667,-0.975063711363636,-0.974176544848485,0.0748635425151515,0.00630727561045455,-0.00370540797393939,-0.994390762575758,-0.988398411212121,-0.991163882878788,-0.0345938097909091,-0.0744669810757576,0.0887110783787879,-0.987407839848485,-0.987381382727273,-0.985759640151515,-0.0966074496212121,-0.0407181159548485,-0.0524186468666667,-0.994496677727273,-0.994860776818182,-0.995347214090909,-0.980785954393939,-0.976191530757576,-0.980785954393939,-0.976191530757576,-0.992989723030303,-0.992128388030303,-0.977288307727273,-0.981052916666667,-0.996175694242424,-0.994931492878788,-0.993169813333333,-0.975285022727273,-0.983599511363636,-0.993546353939394,-0.966819622272727,-0.977731456818182,-0.994455491515152,-0.988029827878788,-0.989571324242424,-0.9948272,-0.989766079393939,-0.991318950757576,-0.987066538787879,-0.989775032727273,-0.987726568939394,-0.987617189393939,-0.986176912272727,-0.986402354545455,-0.981743231212121,-0.976280224242424,-0.991860986363636,-0.991306182575758,-0.987269734393939,-0.980419915909091,-0.995328865151515,-0.994502006515152
"24",,18,0.277803879848485,-0.0150579452393939,-0.11130453480303,-0.993192278333333,-0.957079949090909,-0.966438627424242,0.923402786060606,-0.016907411,0.139810289333333,-0.995214615909091,-0.981227360151515,-0.976899446363636,0.0760719040757576,0.00842259424810606,0.00106341788951515,-0.990948001060606,-0.976168841363636,-0.990139619848485,-0.0277057013833333,-0.0701019882924242,0.0884606524393939,-0.971133696060606,-0.983228253636364,-0.972230574545455,-0.0978852295909091,-0.0397143896893939,-0.0542521913939394,-0.985352208181818,-0.993377353636364,-0.987618549242424,-0.974684147121212,-0.974007028333333,-0.974684147121212,-0.974007028333333,-0.987333803181818,-0.987799916969697,-0.967735057878788,-0.967188971666667,-0.99094461,-0.990900576818182,-0.991694049393939,-0.963024695606061,-0.979273223787879,-0.993901770151515,-0.956124386969697,-0.96206011469697,-0.990951376515152,-0.97611776,-0.988359773030303,-0.99178507969697,-0.978043162727273,-0.990503215606061,-0.971913863939394,-0.986531179848485,-0.975433198636364,-0.971369581969697,-0.981495244090909,-0.973754975606061,-0.978766891363636,-0.974724944393939,-0.986783955909091,-0.988089158030303,-0.97719475,-0.966660783484849,-0.99136166969697,-0.990575078333333
"25",,19,0.275087156515152,-0.0159040853712121,-0.106309289212121,-0.98407164530303,-0.955689611666667,-0.960791691212121,0.753950950606061,-0.00786103727272727,0.323035990181818,-0.979536898030303,-0.973902394393939,-0.964656152878788,0.07544194785,0.0114031619257576,0.0019340266685303,-0.987584469242424,-0.976405328787879,-0.986854697575758,-0.0229565344451515,-0.0590502237575758,0.0828954368231818,-0.976140565,-0.975149107272727,-0.972135911818182,-0.0993935323333333,-0.0417173759848485,-0.0553830298333333,-0.983336216666667,-0.990201986515152,-0.985337188333333,-0.968217068030303,-0.963236014090909,-0.968217068030303,-0.963236014090909,-0.986059006060606,-0.982777450606061,-0.955923847727273,-0.963358549848485,-0.98953377030303,-0.986444365,-0.98430999469697,-0.961665548333333,-0.971506414242424,-0.984052671212121,-0.954706873333333,-0.957473090909091,-0.987643771515151,-0.975579719848485,-0.984250182272727,-0.988684562424242,-0.979394268636364,-0.988176155757576,-0.973567097727273,-0.979765852121212,-0.973168219545455,-0.977080762424242,-0.972923605909091,-0.974378023939394,-0.968422985757576,-0.96531425469697,-0.982199261515152,-0.98244562530303,-0.973463566363636,-0.96340106,-0.987440202272727,-0.985902363484848
"26",,20,0.278118129090909,-0.0171529534075758,-0.109544686424242,-0.98133491969697,-0.906233193030303,-0.931600197272727,0.927246021666667,-0.0530017418787879,0.195067685636364,-0.986098836818182,-0.962417048333333,-0.942573922212121,0.0747392660454545,0.00906272062727273,0.00116544811778788,-0.977988604393939,-0.951862133484848,-0.976333805909091,-0.0320421941363636,-0.0689738205592424,0.0624495572287879,-0.941495431212121,-0.958126302878788,-0.93618933969697,-0.0979128788030303,-0.0397796418454545,-0.0487683858484848,-0.952042972121212,-0.982564355909091,-0.972487021969697,-0.944237016212121,-0.927838158484849,-0.944237016212121,-0.927838158484849,-0.973155296060606,-0.961734372727273,-0.923131057727273,-0.920189484848485,-0.975803824848485,-0.966408025757576,-0.978486394545454,-0.919361002878788,-0.948895433636364,-0.982821850454545,-0.905375936363636,-0.927876027121212,-0.977975711363636,-0.95214400030303,-0.972391132878788,-0.980069018181818,-0.955308553484848,-0.979054431969697,-0.934308975757576,-0.965059448333333,-0.941695516363636,-0.94453,-0.954677777424242,-0.940330875454545,-0.937934651666667,-0.933488321060606,-0.962845321212121,-0.959491226212121,-0.940001492272727,-0.921770707727273,-0.967998155454545,-0.966519485757576
"27",,21,0.277256023181818,-0.0156701261610606,-0.108636123166667,-0.991210111818182,-0.970441206060606,-0.973355181363636,0.902506666515152,-0.231995628363636,-0.228289557424242,-0.991461949242424,-0.986702850909091,-0.980757443181818,0.0757274682424242,0.0092729894101697,-0.00166246218227273,-0.990191914848485,-0.98118349969697,-0.986368675909091,-0.0279756523061515,-0.0795054755757576,0.0904818067272727,-0.983415486515152,-0.981754683939394,-0.981328997121212,-0.0984480568787879,-0.0391953346980909,-0.0548955656256061,-0.989268873181818,-0.990234633636364,-0.990218236363636,-0.981258677121212,-0.978914137272727,-0.981258677121212,-0.978914137272727,-0.987467803787879,-0.986772000757576,-0.978182905606061,-0.975907183787879,-0.990919373787879,-0.991006207424242,-0.990358308484849,-0.972635854090909,-0.97850972530303,-0.991649335909091,-0.970453576818182,-0.971974593939394,-0.990369921969697,-0.98119356469697,-0.984036771666667,-0.990860673636364,-0.982571132878788,-0.98735208030303,-0.981810176363636,-0.983430852575758,-0.982297462575758,-0.984049706666667,-0.980951496212121,-0.982738887272727,-0.981002024545455,-0.98034346469697,-0.985679113181818,-0.987182873030303,-0.98128006530303,-0.97655560969697,-0.990933601212121,-0.991474525909091
"28",,22,0.282913052272727,-0.0160793200034848,-0.111262560789394,-0.985419801515152,-0.954079086969697,-0.960941873484848,0.752635901818182,0.0967548907575758,0.286344415242424,-0.97722959469697,-0.977732090909091,-0.96531268530303,0.0741767943333333,0.00851648979424242,-0.000340118956515152,-0.990483606060606,-0.974484974545455,-0.98885467030303,-0.0326136755409091,-0.078092747430303,0.0880778605909091,-0.966550853181818,-0.977676133030303,-0.963467365606061,-0.0970691733333333,-0.0394084647030303,-0.0544566707575758,-0.98003895469697,-0.992446582272727,-0.988890097121212,-0.967986816212121,-0.957821508030303,-0.967986816212121,-0.957821508030303,-0.987487387878788,-0.982990934545454,-0.953106885151515,-0.941512275,-0.990602494848485,-0.984622412121212,-0.986312136515151,-0.959973022121212,-0.973679517121212,-0.985179839090909,-0.953384072575758,-0.956716876212121,-0.990140646363636,-0.974396457575758,-0.986586308030303,-0.991805247424242,-0.976604525757576,-0.989789921212121,-0.965578068787879,-0.982467165606061,-0.96596726030303,-0.967244981515151,-0.975291397878788,-0.965925702424242,-0.967989837575758,-0.958530374848485,-0.983465227272727,-0.981211379090909,-0.959943008181818,-0.940435902272727,-0.98614259469697,-0.983517232575758
"29",,23,0.27842063030303,-0.01531328845,-0.10460667353803,-0.990492614242424,-0.972421086666667,-0.950351402575758,0.942254661515151,0.019614821530303,-0.0365270775054545,-0.989949821363636,-0.986270925606061,-0.95522005969697,0.0754980463636364,0.0109904788193182,-0.00341938418806061,-0.986415202424242,-0.982148864393939,-0.978911676212121,-0.0400286107956061,-0.0659769857181818,0.0714140624545455,-0.970752523030303,-0.965685709545455,-0.978068339393939,-0.0987705382727273,-0.0456530677727273,-0.0496482957181818,-0.984292515,-0.982093572424242,-0.990195760151515,-0.971613545151515,-0.963291253787879,-0.971613545151515,-0.963291253787879,-0.984175783181818,-0.979472182727273,-0.956383861363636,-0.951494985151515,-0.986178305,-0.98181430030303,-0.988784080757576,-0.974437122878788,-0.963087697575758,-0.991356226363636,-0.972333622878788,-0.947269551818182,-0.98658308,-0.981996846818182,-0.975893581818182,-0.987452163333333,-0.983690649545455,-0.98053524030303,-0.969398613787879,-0.968570115,-0.978300485757576,-0.971525802121212,-0.964513535909091,-0.980006266515152,-0.968772790909091,-0.965778046666667,-0.979417593030303,-0.978437581363636,-0.963120640909091,-0.952936409393939,-0.982480091818182,-0.981978769848485
"30",,24,0.274830271212121,-0.0143479255409091,-0.104817955636364,-0.989384144848485,-0.951494759848485,-0.949732555,0.92716009030303,0.0503840616969697,0.041869248219697,-0.992626748636364,-0.975480811969697,-0.963475498181818,0.0755940878636364,0.0080350529249697,-0.00160576411439394,-0.984395036515151,-0.974439058030303,-0.982843641363636,-0.0279500329606061,-0.0821725597409091,0.0891032111969697,-0.977687515757576,-0.976710833333333,-0.969891411363636,-0.0974005444090909,-0.0412677721515151,-0.0527978614318182,-0.985560702121212,-0.988254322727273,-0.986826505909091,-0.96629839030303,-0.959547499545455,-0.96629839030303,-0.959547499545455,-0.982537134393939,-0.979995581212121,-0.962594351818182,-0.965876717272727,-0.988819931060606,-0.98735426469697,-0.987085401515152,-0.959944726060606,-0.963654828939394,-0.990489711515152,-0.949765614393939,-0.945896418333333,-0.984967781060606,-0.974529726666667,-0.979905384393939,-0.985193664393939,-0.976247496969697,-0.984433047272727,-0.976235985454545,-0.979307548181818,-0.971155261212121,-0.978295734090909,-0.975377075606061,-0.972193696212121,-0.967632176060606,-0.960911863333333,-0.979400436212121,-0.979659270151515,-0.975314625151515,-0.965764166969697,-0.988265493636364,-0.98686483969697
"31",,25,0.278488710757576,-0.0161838312060606,-0.110951538424242,-0.991212327121212,-0.963767175757576,-0.975749286515151,0.831172438030303,0.0882432477272727,0.328748472121212,-0.989284118939394,-0.978367040151515,-0.975256007727273,0.0755652840368182,0.00686907271439394,0.00107338653983333,-0.991064301666667,-0.978753513181818,-0.990098269393939,-0.0308892831954545,-0.0767479279090909,0.0810977081818182,-0.986767624545455,-0.985045052121212,-0.974986694545455,-0.0975120512575758,-0.0388452513090909,-0.0527823365454545,-0.989207764393939,-0.992789411515152,-0.988314721515152,-0.979629422727273,-0.972501610757576,-0.979629422727273,-0.972501610757576,-0.988479253636364,-0.987104823636364,-0.971510407727273,-0.974988472878788,-0.992016572424242,-0.991676500606061,-0.99054729530303,-0.968030855909091,-0.981547966212121,-0.991521326515152,-0.963333846060606,-0.973899712878788,-0.991454725,-0.979310174090909,-0.988523462878788,-0.991438566818182,-0.979686614090909,-0.990224876969697,-0.98459280969697,-0.986539179545455,-0.975235544393939,-0.987487964090909,-0.984211957727273,-0.977214563787879,-0.976251029545455,-0.974248967272727,-0.987203413030303,-0.985841177121212,-0.981042987272727,-0.975354621666667,-0.991845293030303,-0.991761731515151
